Board Name,School Name,School Level,Grade Range,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate",Year
21,1643,Elementary,JK-8,270,20,100,0,0,15,0,82%,-4.0,74%,-5.0,79%,-3.0,93%,9.0,97%,25.0,67%,39.0,15,5,2021
21,1649,Elementary,JK-8,625,7,100,1,1,9,1,85%,-9.0,82%,-10.0,67%,-16.0,87%,3.0,92%,7.0,37%,-3.0,5,4,2021
21,1655,Elementary,JK-8,205,25,100,5,10,15,0,77%,-7.0,73%,-11.0,82%,10.0,77%,-3.0,77%,-7.0,73%,17.0,20,10,2021
21,1662,Elementary,JK-8,310,25,100,0,5,10,0,94%,5.0,90%,1.0,74%,-15.0,84%,-6.0,84%,-10.0,54%,-1.0,20,0,2021
21,1665,Elementary,JK-8,265,25,100,5,5,5,0,93%,-2.0,90%,5.0,63%,8.0,88%,-1.0,85%,-11.0,54%,-9.0,10,0,2021
21,1667,Elementary,JK-8,360,10,100,5,0,5,0,95%,8.0,100%,3.0,100%,15.0,92%,-5.0,92%,-8.0,79%,20.0,10,10,2021
21,1676,Elementary,JK-8,340,30,100,10,10,15,0,93%,5.0,81%,-6.0,54%,-15.0,88%,8.0,88%,3.0,35%,-10.0,15,0,2021
21,1680,Elementary,JK-8,310,40,95,10,10,10,0,76%,3.0,68%,-11.0,59%,1.0,84%,4.0,84%,-1.0,51%,7.0,20,5,2021
21,1690,Elementary,JK-8,480,25,100,5,5,10,0,73%,-2.0,88%,6.0,67%,3.0,66%,-26.0,82%,-13.0,32%,-34.0,15,10,2021
21,1695,Elementary,JK-8,485,15,100,10,5,10,0,87%,6.0,68%,-9.0,68%,6.0,80%,0.0,85%,7.0,32%,-16.0,20,5,2021
21,1707,Elementary,JK-8,265,40,100,5,10,10,0,70%,8.0,53%,-24.0,50%,0.0,62%,-8.0,70%,-4.0,27%,5.0,30,10,2021
21,1711,Elementary,JK-8,540,26,99,5,4,9,0,89%,1.0,84%,-8.0,63%,-10.0,92%,4.0,95%,7.0,66%,13.0,16,4,2021
21,1714,Elementary,JK-8,240,25,100,10,5,10,0,95%,3.0,77%,-11.0,73%,2.0,100%,0.0,88%,-12.0,75%,2.0,15,10,2021
21,1716,Elementary,JK-8,325,20,100,10,10,10,0,71%,1.0,65%,-9.0,59%,7.0,68%,2.0,73%,7.0,49%,8.0,20,0,2021
21,1717,Elementary,JK-8,255,40,100,10,10,20,0,71%,-19.0,67%,-28.0,42%,-39.0,82%,1.0,86%,11.0,50%,6.0,25,15,2021
21,1721,Elementary,JK-8,445,30,95,5,10,10,0,88%,10.0,79%,-5.0,50%,-1.0,77%,-16.0,84%,-9.0,51%,-11.0,20,5,2021
21,1730,Elementary,JK-8,400,30,100,0,0,10,0,79%,8.0,79%,17.0,68%,11.0,97%,7.0,92%,0.0,67%,0.0,15,0,2021
21,1736,Elementary,JK-8,240,25,100,0,5,10,0,82%,11.0,91%,20.0,73%,6.0,91%,3.0,91%,8.0,50%,-13.0,15,5,2021
21,1738,Elementary,JK-8,650,17,100,8,8,9,0,85%,13.0,73%,1.0,58%,17.0,78%,-6.0,82%,7.0,35%,-2.0,19,6,2021
21,1741,Elementary,JK-8,275,15,100,0,0,10,10,50%,-31.0,46%,-12.0,31%,-17.0,74%,1.0,65%,-3.0,44%,-5.0,15,10,2021
21,1749,Elementary,JK-8,490,30,100,10,10,20,0,69%,22.0,65%,13.0,35%,8.0,69%,-16.0,61%,-22.0,15%,-14.0,30,10,2021
21,1757,Elementary,JK-8,270,20,100,5,5,15,0,86%,-14.0,100%,0.0,82%,-6.0,100%,0.0,100%,0.0,100%,21.0,15,0,2021
21,1760,Elementary,JK-8,345,5,100,0,0,20,0,98%,8.0,96%,2.0,87%,-3.0,91%,10.0,87%,7.0,39%,4.0,10,0,2021
21,1765,Elementary,JK-8,205,10,100,10,10,15,0,55%,-4.0,32%,-41.0,32%,9.0,65%,-29.0,59%,-12.0,6%,-18.0,25,10,2021
21,1766,Elementary,JK-8,305,15,95,10,10,15,0,84%,-4.0,81%,-2.0,72%,-4.0,87%,2.0,87%,5.0,50%,32.0,15,0,2021
21,1774,Elementary,JK-8,315,30,100,10,5,10,0,85%,0.0,81%,2.0,50%,-20.0,89%,1.0,93%,1.0,45%,-25.0,20,10,2021
21,1779,Elementary,JK-8,385,20,100,5,0,20,0,81%,-3.0,62%,-17.0,59%,-15.0,91%,1.0,85%,4.0,51%,-2.0,10,0,2021
21,1785,Elementary,JK-8,255,15,100,10,10,10,0,90%,23.0,90%,19.0,53%,3.0,96%,37.0,91%,32.0,48%,14.0,20,0,2021
21,1789,Elementary,JK-8,285,20,100,5,5,10,0,73%,4.0,62%,-18.0,57%,-4.0,70%,-2.0,67%,-9.0,47%,13.0,15,10,2021
21,1791,Elementary,JK-8,175,30,100,10,5,15,0,94%,2.0,94%,2.0,82%,3.0,55%,-18.0,64%,-9.0,27%,0.0,20,0,2021
21,1795,Elementary,JK-8,400,20,100,5,5,5,0,84%,6.0,79%,0.0,77%,8.0,85%,-8.0,87%,-11.0,47%,-23.0,15,5,2021
21,1802,Elementary,JK-8,520,31,100,7,7,10,0,82%,2.0,71%,-2.0,56%,1.0,81%,-10.0,81%,-12.0,40%,-8.0,23,7,2021
21,1805,Elementary,JK-8,220,20,100,0,0,10,0,59%,-23.0,71%,-4.0,35%,-15.0,79%,-2.0,79%,1.0,28%,-13.0,10,0,2021
21,1811,Elementary,JK-8,310,15,100,0,0,15,0,74%,10.0,48%,-16.0,30%,-13.0,85%,-11.0,81%,-15.0,8%,-22.0,10,5,2021
21,1814,Elementary,JK-8,325,25,100,0,5,10,20,100%,10.0,95%,15.0,95%,15.0,94%,3.0,94%,0.0,78%,4.0,15,0,2021
21,1826,Elementary,JK-8,290,10,100,0,0,20,0,54%,-5.0,61%,-15.0,25%,-25.0,74%,4.0,89%,19.0,37%,11.0,25,10,2021
21,1839,Elementary,JK-8,310,20,100,10,10,10,0,89%,-5.0,91%,-3.0,63%,-26.0,85%,4.0,100%,11.0,68%,1.0,20,0,2021
21,1854,Elementary,JK-8,370,20,95,10,10,10,0,75%,26.0,73%,8.0,57%,11.0,73%,-2.0,85%,6.0,35%,-4.0,20,10,2021
21,1858,Elementary,JK-8,510,5,99,0,0,17,0,69%,-3.0,71%,-5.0,56%,0.0,73%,-13.0,80%,-6.0,35%,-31.0,6,4,2021
21,1868,Elementary,JK-8,270,45,100,0,0,15,0,65%,8.0,42%,-19.0,46%,-2.0,88%,19.0,92%,30.0,54%,23.0,15,10,2021
21,1881,Elementary,JK-8,270,10,100,0,5,10,0,62%,-20.0,58%,-27.0,54%,-18.0,69%,-5.0,73%,10.0,12%,-18.0,10,0,2021
21,1886,Elementary,JK-8,280,35,100,0,5,15,0,81%,14.0,93%,10.0,67%,17.0,92%,0.0,98%,3.0,48%,-13.0,20,0,2021
21,1888,Elementary,JK-8,410,30,100,10,5,15,0,83%,6.0,83%,11.0,58%,11.0,67%,-19.0,67%,-10.0,22%,-5.0,25,5,2021
21,1893,Elementary,JK-8,265,25,100,20,20,10,0,57%,-13.0,60%,-5.0,37%,7.0,79%,29.0,83%,8.0,31%,-14.0,30,15,2021
21,1895,Elementary,JK-8,335,20,100,15,10,10,0,77%,-1.0,94%,10.0,71%,2.0,87%,1.0,87%,-4.0,53%,-7.0,25,0,2021
21,1898,Elementary,JK-8,275,20,100,5,5,20,0,95%,8.0,80%,-7.0,80%,3.0,77%,-13.0,85%,-1.0,65%,27.0,10,0,2021
21,1899,Elementary,JK-8,500,5,100,0,0,10,0,84%,3.0,74%,-5.0,69%,2.0,75%,-9.0,80%,-5.0,38%,-17.0,10,0,2021
21,1904,Elementary,JK-8,350,30,100,10,15,15,0,85%,-15.0,100%,5.0,81%,-5.0,97%,2.0,99%,-1.0,81%,-7.0,20,0,2021
21,1905,Elementary,JK-8,460,25,95,10,5,15,0,92%,8.0,89%,10.0,68%,7.0,88%,2.0,86%,3.0,45%,-11.0,20,0,2021
21,1909,Elementary,JK-8,290,20,100,10,10,10,0,73%,-14.0,87%,-3.0,50%,-37.0,96%,-4.0,96%,-4.0,69%,7.0,10,5,2021
21,1910,Elementary,JK-8,595,52,100,9,9,11,0,89%,-1.0,81%,-8.0,65%,-14.0,93%,0.0,95%,5.0,68%,-6.0,18,4,2021
21,1913,Elementary,JK-8,305,15,100,5,5,5,0,88%,10.0,78%,-5.0,71%,6.0,86%,-7.0,86%,-10.0,51%,14.0,10,5,2021
21,1917,Elementary,JK-8,420,20,100,10,10,15,0,64%,-27.0,53%,-24.0,47%,-15.0,86%,-1.0,86%,-3.0,49%,-13.0,20,5,2021
21,1928,Elementary,JK-8,490,35,95,0,0,15,0,67%,-9.0,71%,-17.0,71%,1.0,97%,-1.0,95%,2.0,68%,15.0,10,0,2021
21,1933,Elementary,JK-8,575,29,99,6,6,14,0,90%,5.0,92%,12.0,88%,20.0,91%,0.0,94%,6.0,68%,9.0,23,6,2021
21,1938,Elementary,JK-8,615,19,100,4,3,15,0,91%,-3.0,91%,-3.0,78%,-1.0,91%,-2.0,89%,-4.0,51%,-29.0,17,5,2021
21,1940,Elementary,JK-8,395,10,100,0,5,10,0,79%,3.0,55%,-15.0,58%,10.0,92%,2.0,88%,-5.0,36%,-22.0,10,5,2021
21,1941,Elementary,JK-8,555,22,100,6,6,15,0,75%,-3.0,75%,2.0,70%,1.0,79%,2.0,81%,0.0,66%,1.0,19,6,2021
21,1943,Elementary,JK-8,325,35,95,5,10,10,0,88%,-8.0,80%,-9.0,76%,-9.0,91%,2.0,98%,9.0,59%,4.0,15,0,2021
21,1948,Elementary,JK-8,160,20,100,5,0,15,0,84%,-2.0,60%,3.0,60%,-2.0,67%,-14.0,67%,-23.0,33%,-19.0,10,10,2021
21,1951,Elementary,JK-8,450,10,100,10,10,10,0,80%,-2.0,70%,-5.0,48%,0.0,79%,-9.0,83%,-3.0,43%,10.0,10,5,2021
21,1953,Elementary,JK-8,390,20,100,10,10,10,0,85%,-4.0,82%,-7.0,68%,-2.0,81%,10.0,78%,-8.0,56%,8.0,10,0,2021
21,1956,Elementary,JK-8,610,39,100,6,6,18,0,63%,-4.0,61%,-11.0,29%,-25.0,83%,-3.0,89%,5.0,35%,-3.0,16,9,2021
21,1965,Elementary,JK-8,390,20,100,5,5,20,10,86%,-4.0,90%,-7.0,62%,-23.0,93%,9.0,91%,5.0,71%,6.0,10,5,2021
21,1970,Elementary,JK-8,565,28,100,12,12,11,0,89%,4.0,89%,0.0,83%,0.0,84%,-8.0,82%,-8.0,62%,-8.0,18,1,2021
21,1972,Elementary,JK-8,335,10,100,5,5,15,0,64%,-15.0,58%,-19.0,49%,-11.0,59%,-30.0,70%,-14.0,24%,-32.0,10,0,2021
21,1978,Elementary,JK-8,195,30,100,10,10,20,0,81%,6.0,100%,12.0,56%,0.0,73%,-5.0,73%,-14.0,27%,-30.0,25,5,2021
21,1993,Elementary,JK-8,300,35,100,20,15,15,0,88%,12.0,72%,11.0,75%,23.0,91%,10.0,89%,15.0,60%,22.0,40,0,2021
21,1995,Elementary,JK-8,235,10,100,0,0,10,5,74%,-22.0,91%,-5.0,65%,-35.0,100%,0.0,96%,-4.0,52%,-28.0,20,0,2021
21,1997,Elementary,JK-8,365,15,100,5,0,5,0,90%,12.0,86%,1.0,61%,-9.0,84%,0.0,80%,-17.0,44%,-8.0,15,0,2021
21,2003,Elementary,JK-8,360,20,100,10,10,15,0,90%,-1.0,74%,-19.0,38%,-13.0,62%,-11.0,65%,-13.0,29%,5.0,30,5,2021
21,2004,Elementary,JK-8,605,2,100,0,0,14,0,84%,-3.0,92%,7.0,81%,1.0,85%,0.0,90%,13.0,49%,6.0,5,1,2021
21,2009,Elementary,JK-8,205,35,100,10,15,10,0,76%,-13.0,76%,-18.0,76%,-7.0,88%,-12.0,94%,1.0,75%,11.0,20,5,2021
21,2018,Elementary,JK-8,545,9,100,3,3,6,0,84%,5.0,85%,6.0,61%,1.0,83%,-1.0,88%,5.0,43%,7.0,9,2,2021
21,2024,Elementary,JK-8,490,20,95,10,10,10,0,62%,-7.0,52%,-17.0,33%,-14.0,81%,7.0,81%,2.0,43%,23.0,10,0,2021
21,2058,Elementary,JK-8,230,20,100,10,5,10,0,89%,21.0,89%,21.0,85%,24.0,87%,7.0,87%,7.0,52%,-3.0,25,0,2021
21,2085,Elementary,JK-8,340,20,100,0,0,5,0,100%,22.0,100%,22.0,94%,42.0,86%,-5.0,94%,6.0,72%,9.0,15,0,2021
21,2086,Elementary,JK-8,210,35,100,10,15,20,0,91%,14.0,87%,-7.0,57%,-14.0,85%,18.0,100%,27.0,50%,30.0,25,0,2021
22,551,Elementary,JK-8,330,5,100,0,0,15,0,76%,7.0,71%,12.0,50%,2.0,91%,11.0,88%,-2.0,52%,-3.0,15,0,2021
22,648,Elementary,JK-8,170,0,100,5,5,15,0,71%,-4.0,76%,-4.0,57%,-18.0,67%,-4.0,83%,8.0,33%,12.0,10,0,2021
22,1105,Elementary,JK-6,200,0,100,20,15,20,0,40%,-10.0,57%,-5.0,17%,-2.0,65%,-14.0,65%,-21.0,10%,-14.0,40,10,2021
22,1506,Elementary,JK-8,195,5,100,0,0,20,0,77%,16.0,77%,-1.0,55%,12.0,85%,-1.0,85%,10.0,52%,10.0,15,0,2021
22,1578,Elementary,JK-8,195,10,100,5,10,10,0,76%,-15.0,68%,-23.0,64%,-15.0,97%,19.0,97%,3.0,62%,31.0,10,0,2021
22,1608,Elementary,JK-8,460,10,100,5,5,15,0,76%,-2.0,63%,-15.0,40%,-14.0,87%,-4.0,91%,7.0,44%,3.0,20,0,2021
22,1612,Elementary,JK-8,220,5,100,5,5,10,0,96%,18.0,96%,9.0,87%,-4.0,88%,18.0,82%,8.0,45%,-11.0,10,0,2021
22,1620,Elementary,JK-8,310,0,100,0,0,15,0,93%,17.0,86%,5.0,76%,2.0,75%,-7.0,85%,-7.0,38%,-26.0,0,0,2021
22,1627,Elementary,JK-8,250,10,100,0,5,10,0,62%,-27.0,75%,-17.0,56%,-22.0,86%,-2.0,89%,-1.0,50%,1.0,15,0,2021
22,1638,Elementary,JK-8,390,5,95,0,0,10,0,62%,-4.0,59%,3.0,66%,1.0,95%,20.0,100%,14.0,52%,9.0,10,0,2021
22,1675,Elementary,JK-8,500,3,100,2,2,9,0,65%,-10.0,66%,-18.0,60%,-4.0,66%,-19.0,76%,-3.0,33%,-6.0,11,2,2021
22,1692,Elementary,JK-8,145,10,100,10,10,25,0,79%,-21.0,63%,-31.0,47%,-31.0,83%,-4.0,75%,-25.0,17%,-36.0,15,0,2021
22,1720,Elementary,JK-8,375,5,100,0,0,10,0,90%,21.0,90%,21.0,41%,-21.0,86%,-4.0,86%,-3.0,62%,11.0,10,5,2021
22,1725,Elementary,JK-8,370,5,100,5,5,10,0,57%,-20.0,62%,-29.0,42%,-17.0,78%,14.0,87%,14.0,42%,19.0,10,5,2021
22,1740,Elementary,JK-8,410,0,100,0,0,10,0,78%,-11.0,80%,-7.0,60%,-19.0,89%,1.0,94%,6.0,58%,16.0,15,0,2021
22,1752,Elementary,JK-8,315,5,95,0,0,10,0,80%,-3.0,90%,11.0,62%,-20.0,91%,9.0,93%,6.0,44%,-10.0,0,0,2021
22,1755,Elementary,JK-6,160,10,100,0,5,15,0,89%,9.0,89%,12.0,72%,12.0,92%,12.0,77%,2.0,50%,0.0,15,5,2021
22,1764,Elementary,JK-8,270,0,100,0,0,10,0,83%,-5.0,74%,-17.0,39%,-32.0,88%,3.0,91%,1.0,62%,24.0,5,0,2021
22,1764,Elementary,JK-8,360,5,100,10,10,20,0,61%,-15.0,45%,-40.0,39%,-15.0,88%,-2.0,92%,-2.0,41%,1.0,20,5,2021
22,1770,Elementary,JK-8,435,5,100,0,0,10,0,82%,-1.0,78%,-5.0,58%,-14.0,89%,-1.0,90%,5.0,42%,-26.0,15,0,2021
22,1773,Elementary,JK-8,280,0,100,5,5,20,0,71%,-2.0,61%,-12.0,51%,-10.0,82%,8.0,88%,14.0,47%,7.0,20,5,2021
22,1782,Elementary,JK-8,440,5,95,5,5,10,0,73%,11.0,85%,23.0,71%,25.0,94%,7.0,94%,10.0,63%,5.0,10,0,2021
22,1796,Elementary,JK-8,365,5,100,5,5,10,0,79%,4.0,79%,3.0,67%,2.0,95%,5.0,91%,-2.0,77%,11.0,10,5,2021
22,1807,Elementary,JK-8,170,0,100,0,5,20,0,68%,1.0,68%,-6.0,53%,-40.0,71%,-18.0,71%,3.0,38%,2.0,20,5,2021
22,1815,Elementary,JK-8,540,5,100,3,3,8,0,69%,-5.0,79%,-10.0,44%,-29.0,91%,-8.0,97%,-3.0,67%,-18.0,13,2,2021
22,1840,Elementary,JK-8,330,10,100,5,5,10,0,91%,4.0,91%,1.0,78%,-7.0,76%,-16.0,86%,-8.0,52%,-18.0,5,5,2021
22,1853,Elementary,JK-8,365,5,95,0,0,10,0,55%,-12.0,64%,-16.0,59%,-20.0,82%,-3.0,71%,-14.0,24%,-31.0,10,5,2021
