Board Name,School Name,School Level,Grade Range,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate",Year
21,2093,Elementary,JK-8,200,40,100,10,10,15,0,91%,14.0,87%,-7.0,57%,-14.0,85%,18.0,100%,27.0,50%,30.0,20,5,2019
21,2191,Elementary,JK-8,460,15,100,5,10,10,0,79%,6.0,61%,-14.0,63%,11.0,87%,2.0,85%,-2.0,42%,-13.0,15,5,2019
22,552,Elementary,JK-8,395,0,100,0,0,10,0,76%,7.0,71%,12.0,50%,2.0,91%,11.0,88%,-2.0,52%,-3.0,10,0,2019
22,558,Elementary,JK-8,350,5,100,5,0,20,0,77%,-12.0,79%,-10.0,62%,-9.0,78%,5.0,71%,-11.0,32%,-20.0,20,0,2019
22,651,Elementary,JK-8,195,0,100,0,0,15,0,71%,-4.0,76%,-4.0,57%,-18.0,67%,-4.0,83%,8.0,33%,12.0,10,5,2019
22,1111,Elementary,JK-6,240,5,100,0,0,20,0,40%,-10.0,57%,-5.0,17%,-2.0,65%,-14.0,65%,-21.0,10%,-14.0,35,10,2019
22,1520,Elementary,JK-8,260,0,100,5,5,20,0,77%,16.0,77%,-1.0,55%,12.0,85%,-1.0,85%,10.0,52%,10.0,20,0,2019
22,1592,Elementary,JK-8,285,5,100,5,0,10,0,76%,-15.0,68%,-23.0,64%,-15.0,97%,19.0,97%,3.0,62%,31.0,10,0,2019
22,1622,Elementary,JK-8,625,7,100,4,4,12,0,76%,-2.0,63%,-15.0,40%,-14.0,87%,-4.0,91%,7.0,44%,3.0,16,3,2019
22,1626,Elementary,JK-8,280,5,100,0,0,10,0,96%,18.0,96%,9.0,87%,-4.0,88%,18.0,82%,8.0,45%,-11.0,10,0,2019
22,1634,Elementary,JK-8,410,5,100,0,0,10,0,93%,17.0,86%,5.0,76%,2.0,75%,-7.0,85%,-7.0,38%,-26.0,0,0,2019
22,1641,Elementary,JK-8,360,5,100,0,0,15,0,62%,-27.0,75%,-17.0,56%,-22.0,86%,-2.0,89%,-1.0,50%,1.0,15,5,2019
22,1652,Elementary,JK-8,510,7,99,5,4,10,0,62%,-4.0,59%,3.0,66%,1.0,95%,20.0,100%,14.0,52%,9.0,15,3,2019
22,1689,Elementary,JK-8,710,4,100,0,1,10,0,65%,-10.0,66%,-18.0,60%,-4.0,66%,-19.0,76%,-3.0,33%,-6.0,11,3,2019
22,1706,Elementary,JK-8,180,0,100,0,5,25,0,79%,-21.0,63%,-31.0,47%,-31.0,83%,-4.0,75%,-25.0,17%,-36.0,20,0,2019
22,1735,Elementary,JK-8,555,1,100,2,2,11,0,90%,21.0,90%,21.0,41%,-21.0,86%,-4.0,86%,-3.0,62%,11.0,14,5,2019
22,1740,Elementary,JK-8,415,0,100,0,0,10,0,57%,-20.0,62%,-29.0,42%,-17.0,78%,14.0,87%,14.0,42%,19.0,10,0,2019
22,1755,Elementary,JK-8,535,1,100,4,3,12,0,78%,-11.0,80%,-7.0,60%,-19.0,89%,1.0,94%,6.0,58%,16.0,13,2,2019
22,1766,Elementary,JK-8,390,0,95,0,0,10,0,80%,-3.0,90%,11.0,62%,-20.0,91%,9.0,93%,6.0,44%,-10.0,5,0,2019
22,1769,Elementary,JK-6,195,0,100,0,5,15,0,89%,9.0,89%,12.0,72%,12.0,92%,12.0,77%,2.0,50%,0.0,10,0,2019
22,1778,Elementary,JK-8,325,0,100,5,5,10,0,83%,-5.0,74%,-17.0,39%,-32.0,88%,3.0,91%,1.0,62%,24.0,10,0,2019
22,1778,Elementary,JK-8,470,0,100,5,0,15,0,61%,-15.0,45%,-40.0,39%,-15.0,88%,-2.0,92%,-2.0,41%,1.0,20,5,2019
22,1784,Elementary,JK-8,685,2,100,3,2,10,0,82%,-1.0,78%,-5.0,58%,-14.0,89%,-1.0,90%,5.0,42%,-26.0,14,3,2019
22,1787,Elementary,JK-8,375,0,100,5,5,20,0,71%,-2.0,61%,-12.0,51%,-10.0,82%,8.0,88%,14.0,47%,7.0,15,0,2019
22,1796,Elementary,JK-8,510,2,99,1,1,10,0,73%,11.0,85%,23.0,71%,25.0,94%,7.0,94%,10.0,63%,5.0,10,0,2019
22,1810,Elementary,JK-8,440,0,95,5,0,5,0,79%,4.0,79%,3.0,67%,2.0,95%,5.0,91%,-2.0,77%,11.0,5,0,2019
22,1821,Elementary,JK-8,250,0,100,10,5,15,0,68%,1.0,68%,-6.0,53%,-40.0,71%,-18.0,71%,3.0,38%,2.0,20,5,2019
22,1829,Elementary,JK-8,645,1,100,3,3,9,0,69%,-5.0,79%,-10.0,44%,-29.0,91%,-8.0,97%,-3.0,67%,-18.0,13,3,2019
22,1854,Elementary,JK-8,465,0,100,0,0,10,0,91%,4.0,91%,1.0,78%,-7.0,76%,-16.0,86%,-8.0,52%,-18.0,5,5,2019
22,1867,Elementary,JK-8,425,5,95,0,0,15,0,55%,-12.0,64%,-16.0,59%,-20.0,82%,-3.0,71%,-14.0,24%,-31.0,10,5,2019
22,1888,Elementary,JK-8,310,0,100,5,0,10,0,97%,0.0,97%,-3.0,85%,5.0,91%,-3.0,91%,7.0,49%,-25.0,10,0,2019
22,1933,Elementary,JK-8,300,0,100,5,0,10,0,74%,2.0,79%,10.0,65%,10.0,81%,-6.0,81%,-1.0,27%,-13.0,20,0,2019
22,1936,Elementary,JK-8,180,0,100,0,0,15,0,85%,13.0,92%,20.0,54%,-2.0,70%,-30.0,80%,4.0,15%,9.0,15,5,2019
22,1944,Elementary,JK-8,295,0,100,0,0,20,0,72%,12.0,67%,-13.0,56%,-14.0,67%,-23.0,77%,-10.0,17%,-18.0,35,5,2019
22,1964,Elementary,JK-8,495,0,100,0,0,10,0,75%,-15.0,69%,-10.0,44%,-20.0,84%,-6.0,88%,-2.0,47%,6.0,20,5,2019
23,18,Elementary,JK-8,315,10,100,0,0,20,0,89%,11.0,86%,1.0,54%,-9.0,68%,-28.0,71%,-18.0,29%,-38.0,10,0,2019
23,31,Elementary,JK-8,490,25,100,0,5,10,30,47%,-22.0,47%,-17.0,30%,-12.0,82%,-5.0,80%,-4.0,52%,-15.0,15,5,2019
23,58,Elementary,JK-8,335,20,100,0,0,10,0,89%,26.0,82%,5.0,61%,-16.0,92%,-6.0,92%,-1.0,79%,12.0,10,5,2019
23,77,Elementary,JK-8,315,30,100,10,10,10,0,75%,6.0,56%,-18.0,44%,-19.0,89%,-11.0,89%,-6.0,59%,-15.0,25,0,2019
23,126,Elementary,JK-8,320,20,95,10,5,20,0,52%,-4.0,72%,-2.0,52%,-15.0,89%,5.0,89%,0.0,25%,-27.0,20,10,2019
23,131,Elementary,JK-8,220,5,100,0,0,20,0,47%,-27.0,40%,-34.0,20%,-41.0,89%,14.0,89%,27.0,41%,16.0,15,5,2019
23,144,Elementary,JK-8,470,15,95,5,0,15,0,73%,7.0,63%,8.0,49%,1.0,85%,7.0,83%,7.0,43%,-22.0,15,0,2019
23,164,Elementary,JK-8,670,6,100,1,0,13,1,79%,-13.0,77%,-11.0,65%,-16.0,85%,-9.0,84%,-12.0,42%,-31.0,3,0,2019
23,184,Elementary,JK-8,240,10,100,0,0,25,0,64%,6.0,50%,-8.0,64%,22.0,72%,10.0,76%,18.0,24%,16.0,35,10,2019
23,187,Elementary,JK-8,610,24,100,6,6,15,0,57%,-22.0,63%,-6.0,51%,1.0,72%,-2.0,75%,8.0,58%,30.0,23,6,2019
23,217,Elementary,JK-8,755,4,99,2,2,9,1,63%,-22.0,63%,-19.0,63%,-15.0,84%,-3.0,82%,-7.0,39%,-33.0,4,0,2019
23,242,Elementary,JK-8,280,5,100,0,5,15,0,84%,29.0,88%,49.0,60%,25.0,70%,-11.0,67%,-14.0,30%,7.0,15,10,2019
23,246,Elementary,JK-8,685,17,99,1,1,6,0,71%,10.0,53%,-21.0,51%,-23.0,92%,4.0,94%,14.0,54%,-4.0,15,6,2019
23,258,Elementary,JK-8,645,10,99,2,2,10,1,55%,11.0,59%,15.0,54%,-8.0,94%,9.0,98%,14.0,63%,26.0,8,0,2019
23,268,Elementary,JK-8,800,18,100,2,2,10,0,73%,-12.0,80%,-4.0,65%,-14.0,87%,-2.0,88%,-1.0,57%,-3.0,10,1,2019
23,270,Elementary,JK-8,300,0,100,0,0,15,0,81%,0.0,66%,-22.0,25%,-37.0,64%,-6.0,73%,20.0,18%,-9.0,10,0,2019
23,331,Elementary,JK-8,875,5,100,1,1,11,0,80%,0.0,79%,4.0,72%,3.0,95%,3.0,91%,0.0,64%,-5.0,4,0,2019
23,345,Elementary,JK-8,745,7,99,5,5,24,0,56%,-35.0,52%,-36.0,42%,-47.0,68%,-28.0,60%,-32.0,37%,-39.0,21,4,2019
23,362,Elementary,JK-8,235,5,100,0,0,20,0,78%,8.0,70%,-13.0,52%,-13.0,83%,11.0,76%,-2.0,62%,23.0,25,0,2019
23,364,Elementary,JK-8,435,10,100,5,5,15,0,89%,1.0,82%,-6.0,75%,-11.0,81%,-11.0,79%,-13.0,67%,16.0,10,0,2019
23,376,Elementary,JK-8,405,10,100,5,5,10,10,64%,-14.0,69%,-3.0,59%,-16.0,78%,-11.0,70%,-14.0,55%,-11.0,20,0,2019
23,400,Elementary,JK-8,585,7,99,2,2,17,0,19%,-5.0,6%,-34.0,43%,-7.0,73%,24.0,75%,24.0,52%,34.0,33,10,2019
23,431,Elementary,JK-8,375,5,100,0,5,30,0,66%,8.0,66%,-6.0,49%,-7.0,68%,8.0,65%,-4.0,28%,5.0,30,10,2019
23,436,Elementary,JK-8,335,15,100,0,5,10,0,65%,-14.0,70%,-9.0,58%,-21.0,82%,9.0,79%,-12.0,37%,4.0,5,0,2019
23,437,Elementary,JK-8,215,30,100,0,0,10,0,58%,-9.0,42%,-27.0,32%,-32.0,78%,2.0,78%,9.0,33%,0.0,20,10,2019
23,439,Elementary,JK-8,415,0,100,5,0,15,0,76%,-10.0,76%,-16.0,52%,-24.0,82%,-13.0,80%,-10.0,28%,-35.0,15,0,2019
23,447,Elementary,JK-8,235,0,100,0,5,15,0,67%,-7.0,42%,-36.0,33%,-41.0,88%,-12.0,88%,-6.0,35%,2.0,10,0,2019
23,464,Elementary,JK-8,630,26,100,4,3,8,0,81%,7.0,81%,7.0,63%,-1.0,81%,-5.0,91%,-1.0,56%,-2.0,9,1,2019
23,467,Elementary,JK-8,255,10,100,0,0,15,0,100%,5.0,83%,1.0,73%,-22.0,97%,6.0,91%,-3.0,83%,39.0,10,0,2019
23,502,Elementary,JK-8,390,15,100,0,5,10,0,100%,6.0,97%,3.0,80%,-12.0,94%,-1.0,97%,-3.0,66%,-12.0,15,0,2019
23,542,Elementary,JK-8,205,5,100,5,5,20,0,89%,70.0,84%,53.0,63%,51.0,68%,27.0,42%,12.0,16%,-14.0,5,5,2019
23,546,Elementary,JK-8,420,20,95,5,5,5,0,94%,3.0,86%,1.0,88%,3.0,90%,0.0,90%,0.0,71%,0.0,10,0,2019
23,584,Elementary,JK-8,470,0,100,0,0,15,0,72%,11.0,64%,-6.0,50%,0.0,81%,16.0,79%,7.0,28%,0.0,10,10,2019
23,605,Elementary,JK-8,505,13,100,4,4,8,0,89%,-4.0,88%,3.0,82%,-1.0,100%,3.0,97%,0.0,78%,9.0,8,1,2019
23,630,Elementary,JK-8,535,18,100,3,3,14,1,67%,-6.0,76%,-4.0,60%,0.0,77%,-11.0,74%,9.0,49%,-2.0,10,4,2019
23,636,Elementary,JK-8,380,5,100,5,0,20,0,48%,-21.0,74%,0.0,45%,-10.0,52%,-12.0,48%,-13.0,28%,7.0,50,15,2019
23,641,Elementary,JK-8,320,20,100,0,0,10,0,77%,2.0,70%,-22.0,63%,-4.0,75%,-6.0,72%,-6.0,25%,-23.0,25,5,2019
23,654,Elementary,JK-8,230,15,100,5,5,10,0,95%,15.0,95%,15.0,82%,10.0,83%,-17.0,79%,-16.0,58%,5.0,10,0,2019
23,655,Elementary,JK-8,375,10,100,5,5,15,0,76%,14.0,71%,16.0,62%,14.0,94%,17.0,90%,31.0,52%,22.0,25,10,2019
23,675,Elementary,JK-6,135,0,100,0,0,10,0,88%,10.0,81%,-2.0,50%,-22.0,86%,-14.0,90%,-3.0,33%,-31.0,10,10,2019
23,701,Elementary,JK-8,315,10,100,0,5,20,0,60%,-14.0,84%,3.0,72%,4.0,76%,12.0,82%,26.0,26%,4.0,15,10,2019
23,736,Elementary,JK-8,525,14,100,3,4,9,0,78%,-17.0,80%,-15.0,64%,-21.0,90%,0.0,90%,-3.0,78%,10.0,14,2,2019
23,842,Elementary,JK-8,440,20,100,0,0,15,15,94%,26.0,84%,18.0,77%,9.0,90%,5.0,88%,10.0,75%,19.0,5,5,2019
23,873,Elementary,JK-8,775,17,100,4,4,9,0,91%,1.0,83%,5.0,60%,-16.0,97%,4.0,97%,5.0,75%,22.0,18,4,2019
23,896,Elementary,JK-8,540,2,100,2,1,13,0,83%,1.0,77%,3.0,77%,1.0,93%,10.0,95%,21.0,70%,28.0,7,2,2019
23,909,Elementary,JK-8,400,10,100,5,5,10,0,90%,6.0,83%,5.0,90%,12.0,97%,11.0,94%,12.0,76%,7.0,10,0,2019
23,955,Elementary,JK-8,290,10,100,0,5,10,0,76%,-20.0,72%,-9.0,79%,6.0,83%,-8.0,90%,2.0,60%,-10.0,5,0,2019
23,958,Elementary,JK-8,300,5,100,5,0,20,0,84%,32.0,94%,42.0,69%,36.0,83%,31.0,86%,26.0,24%,7.0,40,10,2019
23,978,Elementary,JK-8,350,25,100,0,0,10,0,85%,-7.0,82%,-2.0,61%,-23.0,95%,16.0,88%,9.0,60%,-4.0,15,5,2019
23,981,Elementary,JK-8,485,20,100,5,5,15,0,89%,9.0,80%,0.0,72%,3.0,91%,9.0,96%,16.0,55%,2.0,15,0,2019
23,982,Elementary,JK-8,320,30,100,0,0,10,0,77%,-11.0,83%,-9.0,54%,-18.0,83%,3.0,86%,-2.0,41%,5.0,15,0,2019
23,999,Elementary,JK-8,190,10,100,5,0,10,0,77%,1.0,68%,-13.0,59%,7.0,75%,0.0,62%,-13.0,50%,15.0,10,5,2019
23,1036,Elementary,JK-8,645,17,99,1,2,7,1,76%,-18.0,59%,-35.0,77%,-21.0,92%,4.0,92%,5.0,59%,-4.0,11,3,2019
23,1062,Elementary,JK-8,445,5,95,0,0,15,0,67%,18.0,45%,2.0,46%,-3.0,68%,-9.0,66%,-8.0,36%,-18.0,20,5,2019
23,1167,Elementary,JK-8,655,8,100,1,1,12,0,79%,-11.0,72%,-22.0,71%,-15.0,79%,-4.0,86%,3.0,62%,2.0,11,0,2019
23,1206,Elementary,JK-8,595,25,100,2,3,9,0,77%,0.0,81%,3.0,62%,-5.0,92%,2.0,92%,6.0,65%,-1.0,8,4,2019
23,1224,Elementary,JK-8,380,15,100,0,0,10,0,78%,0.0,86%,8.0,58%,-14.0,90%,5.0,88%,-5.0,42%,-31.0,5,0,2019
23,1309,Elementary,JK-8,765,9,100,3,3,9,0,74%,7.0,67%,6.0,69%,4.0,86%,0.0,85%,4.0,59%,1.0,8,0,2019
23,1350,Elementary,JK-8,245,0,100,0,0,15,0,81%,5.0,52%,-30.0,67%,-4.0,96%,25.0,86%,7.0,46%,-11.0,10,5,2019
23,1363,Elementary,JK-8,580,7,100,3,3,11,10,79%,-5.0,81%,-3.0,81%,10.0,91%,5.0,93%,12.0,59%,3.0,15,9,2019
23,1367,Elementary,JK-8,375,5,100,5,0,15,0,92%,3.0,68%,-16.0,51%,-19.0,86%,-9.0,83%,-1.0,43%,-30.0,10,0,2019
23,1372,Elementary,JK-8,480,10,100,5,10,20,0,71%,22.0,65%,22.0,69%,49.0,56%,-8.0,66%,-2.0,34%,0.0,40,10,2019
23,1386,Elementary,JK-8,655,2,100,1,1,12,6,67%,9.0,38%,-24.0,71%,0.0,92%,7.0,92%,9.0,61%,5.0,8,4,2019
23,1430,Elementary,JK-8,735,20,100,3,3,11,0,77%,-5.0,62%,-20.0,59%,-12.0,88%,8.0,76%,-5.0,64%,5.0,6,1,2019
23,1442,Elementary,JK-8,235,20,100,5,0,10,0,75%,0.0,75%,-7.0,50%,1.0,86%,-4.0,79%,-13.0,43%,-26.0,20,5,2019
23,1445,Elementary,JK-8,515,31,100,4,4,13,1,83%,-1.0,78%,-12.0,65%,-11.0,88%,-8.0,92%,8.0,55%,-18.0,13,7,2019
23,1447,Elementary,JK-8,215,10,100,0,0,10,0,95%,25.0,75%,-8.0,65%,-5.0,94%,-6.0,94%,-6.0,72%,-7.0,5,0,2019
23,1470,Elementary,JK-8,465,0,100,0,0,20,0,94%,7.0,85%,8.0,68%,-17.0,87%,-2.0,78%,-16.0,50%,-22.0,5,5,2019
23,1494,Elementary,JK-8,315,0,100,0,0,25,0,47%,-38.0,53%,-16.0,39%,-19.0,83%,-2.0,83%,-9.0,34%,-18.0,10,0,2019
23,1499,Elementary,JK-8,505,27,100,4,4,14,1,67%,-13.0,76%,-15.0,69%,-11.0,70%,-17.0,67%,-23.0,43%,-4.0,10,1,2019
23,1508,Elementary,JK-8,815,20,100,3,2,14,0,82%,-6.0,81%,1.0,82%,12.0,81%,-8.0,84%,-4.0,59%,-2.0,12,1,2019
23,1527,Elementary,JK-8,365,10,100,0,0,10,0,43%,-30.0,64%,-16.0,74%,-5.0,83%,9.0,83%,9.0,40%,3.0,15,5,2019
23,1532,Elementary,JK-8,510,13,100,3,3,11,1,76%,-2.0,78%,-16.0,65%,-15.0,81%,-10.0,84%,-9.0,67%,-4.0,16,2,2019
23,1536,Elementary,JK-8,465,10,100,0,5,15,0,68%,-6.0,63%,6.0,46%,-5.0,75%,9.0,70%,4.0,40%,3.0,20,0,2019
23,1557,Elementary,JK-8,705,9,99,1,1,7,1,100%,46.0,90%,36.0,70%,12.0,93%,-1.0,94%,4.0,55%,-13.0,12,2,2019
23,2076,Elementary,JK-8,540,24,99,5,5,8,0,78%,0.0,66%,-12.0,53%,-1.0,83%,-5.0,87%,2.0,59%,-6.0,12,3,2019
23,2102,Elementary,JK-8,350,5,100,0,0,10,0,77%,-1.0,77%,-7.0,54%,-2.0,89%,-4.0,89%,-4.0,36%,-16.0,10,0,2019
23,2106,Elementary,JK-8,335,10,100,5,5,15,0,80%,4.0,76%,-5.0,76%,21.0,81%,-7.0,91%,5.0,44%,-20.0,20,5,2019
23,2129,Elementary,JK-8,405,40,100,0,0,10,0,81%,-16.0,77%,-20.0,77%,-17.0,87%,5.0,90%,8.0,61%,2.0,10,0,2019
23,2179,Elementary,JK-8,695,43,100,7,8,6,0,90%,1.0,93%,2.0,81%,2.0,86%,0.0,85%,-4.0,52%,-10.0,19,5,2019
23,2180,Elementary,JK-8,355,35,100,0,0,10,0,83%,-1.0,88%,-9.0,73%,-15.0,97%,1.0,100%,4.0,74%,6.0,10,0,2019
23,2188,Elementary,JK-8,270,10,100,0,5,25,0,76%,-9.0,84%,-1.0,64%,8.0,86%,5.0,82%,1.0,54%,12.0,5,5,2019
23,2196,Elementary,JK-8,375,10,100,5,0,25,0,36%,-4.0,38%,-13.0,13%,-30.0,75%,5.0,50%,-35.0,16%,-28.0,50,5,2019
23,2197,Elementary,JK-8,670,43,100,4,4,6,0,80%,-2.0,91%,-2.0,68%,-4.0,92%,4.0,95%,5.0,77%,22.0,15,5,2019
23,2198,Elementary,JK-8,515,8,100,3,2,17,0,81%,8.0,65%,-15.0,65%,-6.0,91%,22.0,88%,19.0,56%,5.0,12,2,2019
23,2232,Elementary,JK-8,400,10,100,0,5,20,0,83%,21.0,72%,-4.0,54%,-11.0,72%,0.0,74%,7.0,45%,-6.0,20,0,2019
23,2242,Elementary,JK-8,450,20,100,10,10,10,0,64%,-14.0,58%,-20.0,42%,-18.0,68%,-4.0,74%,-4.0,23%,-7.0,30,0,2019
23,2248,Elementary,JK-8,310,20,100,0,0,10,0,72%,-23.0,72%,-23.0,62%,-12.0,90%,5.0,90%,5.0,59%,7.0,10,0,2019
23,2254,Elementary,JK-8,365,20,100,5,0,10,0,66%,6.0,76%,32.0,72%,28.0,63%,-9.0,67%,-5.0,28%,-5.0,10,10,2019
23,2260,Elementary,JK-8,710,10,99,4,3,8,1,88%,10.0,85%,10.0,74%,-8.0,91%,-3.0,93%,1.0,62%,-10.0,4,0,2019
23,2273,Elementary,JK-8,615,18,99,4,4,10,17,84%,-4.0,82%,-6.0,82%,9.0,97%,9.0,94%,8.0,82%,19.0,5,4,2019
23,2279,Elementary,JK-8,690,26,100,2,2,14,0,88%,8.0,91%,3.0,77%,2.0,79%,-6.0,83%,1.0,61%,2.0,9,3,2019
23,2288,Elementary,JK-8,530,4,100,1,1,13,0,94%,10.0,77%,0.0,67%,-7.0,91%,10.0,86%,1.0,54%,-1.0,3,0,2019
23,2297,Elementary,JK-8,365,5,100,5,0,15,0,50%,1.0,45%,-9.0,42%,1.0,71%,2.0,77%,12.0,39%,-7.0,30,10,2019
23,2309,Elementary,JK-8,855,44,100,2,2,8,0,73%,-12.0,79%,-10.0,62%,-12.0,85%,-1.0,92%,4.0,55%,-7.0,15,3,2019
24,25,Elementary,JK-8,415,0,100,0,0,20,0,40%,-13.0,28%,-15.0,26%,-12.0,65%,1.0,58%,-2.0,19%,-10.0,25,5,2019
24,116,Elementary,JK-8,370,0,100,0,0,20,0,70%,-11.0,33%,-45.0,43%,-35.0,66%,-11.0,68%,-5.0,17%,-16.0,15,5,2019
24,143,Elementary,JK-8,210,0,100,0,0,40,0,89%,-3.0,84%,3.0,74%,16.0,65%,-15.0,60%,-20.0,5%,-8.0,40,10,2019
24,179,Elementary,JK-8,205,0,100,0,0,25,0,59%,-41.0,41%,-52.0,41%,-30.0,77%,0.0,77%,9.0,18%,-41.0,10,10,2019
24,191,Elementary,JK-8,190,0,100,0,0,20,0,67%,-9.0,40%,-24.0,67%,7.0,59%,-10.0,55%,-4.0,9%,-25.0,15,0,2019
24,196,Elementary,JK-8,310,10,100,0,0,15,0,56%,-18.0,52%,-18.0,28%,-33.0,68%,17.0,88%,37.0,32%,9.0,25,10,2019
24,206,Elementary,JK-8,325,15,100,5,5,15,0,64%,-23.0,79%,-8.0,54%,-12.0,67%,-24.0,64%,-27.0,18%,-46.0,20,0,2019
24,230,Elementary,JK-8,475,0,100,0,0,10,0,63%,7.0,53%,2.0,47%,0.0,89%,2.0,73%,-3.0,41%,-14.0,10,0,2019
24,251,Elementary,JK-8,425,10,100,0,0,10,0,59%,0.0,61%,-9.0,37%,2.0,76%,-16.0,76%,-16.0,32%,9.0,10,0,2019
24,286,Elementary,JK-8,280,5,100,5,5,30,0,50%,2.0,47%,9.0,50%,26.0,70%,-7.0,73%,-4.0,42%,6.0,15,0,2019
24,296,Elementary,JK-8,205,10,100,0,0,30,10,38%,19.0,25%,13.0,25%,17.0,50%,-7.0,55%,-2.0,15%,-15.0,30,10,2019
24,354,Elementary,JK-8,505,2,99,0,0,15,0,67%,-12.0,49%,-22.0,55%,-10.0,50%,-19.0,52%,-7.0,23%,-14.0,8,4,2019
24,368,Elementary,JK-8,590,4,100,0,0,10,0,71%,7.0,75%,9.0,69%,24.0,92%,7.0,92%,23.0,67%,18.0,18,7,2019
24,386,Elementary,JK-8,215,10,100,0,0,10,0,85%,17.0,81%,25.0,58%,22.0,100%,0.0,91%,0.0,77%,3.0,10,30,2019
24,410,Elementary,JK-8,420,5,95,0,0,15,0,73%,14.0,78%,19.0,67%,30.0,74%,3.0,83%,20.0,33%,-8.0,20,5,2019
24,446,Elementary,JK-8,390,5,100,0,0,10,0,90%,19.0,86%,10.0,74%,29.0,93%,4.0,93%,-4.0,67%,-5.0,20,0,2019
24,497,Elementary,JK-8,230,0,100,5,0,20,0,59%,7.0,41%,-26.0,29%,-30.0,68%,13.0,68%,16.0,8%,-23.0,25,5,2019
24,631,Elementary,JK-8,165,0,100,0,0,15,0,64%,4.0,64%,-6.0,57%,-13.0,93%,8.0,93%,18.0,79%,44.0,5,0,2019
24,663,Elementary,JK-8,150,0,100,0,0,30,0,38%,13.0,14%,4.0,19%,19.0,47%,-18.0,40%,-7.0,0%,-6.0,40,0,2019
24,668,Elementary,JK-8,185,0,100,0,0,30,0,62%,-18.0,15%,-50.0,62%,17.0,75%,0.0,62%,7.0,38%,23.0,35,5,2019
24,676,Elementary,JK-8,245,0,95,0,0,20,0,55%,-3.0,50%,8.0,50%,14.0,75%,20.0,75%,10.0,21%,-11.0,10,10,2019
24,697,Elementary,JK-8,270,0,100,0,0,30,0,53%,8.0,53%,5.0,34%,-11.0,50%,-2.0,55%,-2.0,0%,-26.0,10,5,2019
24,787,Elementary,JK-8,320,80,100,10,10,10,0,21%,0.0,29%,8.0,14%,3.0,28%,-5.0,28%,-8.0,3%,0.0,20,55,2019
24,836,Elementary,JK-8,315,0,100,0,0,10,0,57%,-12.0,55%,-23.0,45%,-5.0,68%,-13.0,65%,-4.0,24%,-11.0,10,0,2019
24,847,Elementary,JK-8,300,0,100,0,0,20,0,62%,1.0,59%,-5.0,53%,-4.0,83%,-2.0,86%,1.0,47%,-35.0,5,5,2019
24,857,Elementary,JK-8,320,0,100,0,0,15,0,47%,-15.0,37%,-17.0,26%,1.0,68%,-18.0,58%,-10.0,39%,-11.0,15,0,2019
24,933,Elementary,JK-8,285,0,100,0,0,40,0,42%,-11.0,29%,-12.0,16%,-22.0,45%,6.0,30%,-3.0,9%,3.0,25,10,2019
24,957,Elementary,JK-8,530,2,100,1,0,11,0,69%,-15.0,74%,-13.0,56%,-21.0,83%,-2.0,79%,1.0,56%,15.0,14,1,2019
24,964,Elementary,JK-8,185,20,100,5,0,30,0,53%,31.0,20%,5.0,33%,18.0,65%,-15.0,59%,-6.0,29%,-1.0,20,50,2019
24,967,Elementary,JK-8,245,0,100,0,0,15,0,52%,5.0,56%,17.0,28%,-11.0,75%,31.0,75%,31.0,20%,-2.0,20,5,2019
24,1010,Elementary,JK-8,430,0,100,0,0,20,0,72%,-9.0,68%,-17.0,55%,-3.0,74%,0.0,80%,3.0,50%,3.0,20,0,2019
24,1026,Elementary,JK-8,330,0,100,0,0,20,0,36%,8.0,21%,-4.0,15%,9.0,55%,7.0,39%,-6.0,13%,7.0,40,20,2019
24,1132,Elementary,JK-8,210,0,100,0,0,15,0,82%,21.0,86%,30.0,64%,8.0,73%,-7.0,68%,18.0,36%,-4.0,10,10,2019
24,1183,Elementary,JK-8,370,0,100,0,0,15,0,74%,16.0,77%,10.0,58%,4.0,77%,15.0,70%,15.0,26%,-5.0,10,5,2019
24,1216,Elementary,JK-8,250,0,100,0,0,15,0,92%,1.0,100%,14.0,88%,11.0,96%,13.0,100%,12.0,81%,6.0,5,0,2019
24,1217,Elementary,JK-8,210,5,100,0,0,10,0,60%,14.0,53%,15.0,47%,1.0,57%,-18.0,73%,4.0,20%,-30.0,10,0,2019
